Transaction ID,Transaction Date,Price,Quantity,Revenue,Product,Customer ID
T100002002,2014-05-01,$3192.61,13,$5355.35,Wedicare,A132721
T100002003,2014-05-01,$2703.36,11,$3837.02,Wedicare,A163621
T100002004,2014-05-01,$3192.61,13,$5355.35,Wedicare,A108821
T100002005,2014-05-01,$2454.58,10,$3167.2,Wedicare,A188621
T100002006,2014-05-01,$1965.32,8,$2028.72,Wedicare,A132021
T100002007,2014-05-01,$5647.19,23,$16759.41,Wedicare,A199821
T100002008,2014-05-01,$3930.65,16,$8114.88,Wedicare,A130221
T100002009,2014-05-01,$48826.24,118,$743418.88,Wedicare,A157521
T100002010,2014-05-01,$59963.07,130,$1005832.1,Wedicare,A199921
T100002011,2014-05-01,$88082.94,194,$2204914.76,Wedicare,A136821
T100002012,2014-05-01,$99485.12,214,$2747073.06,Wedicare,A123521
T100002013,2014-05-01,$43585.38,96,$539896.32,Wedicare,A117021
T100002014,2014-05-01,$7861.29,19,$19272.84,Wedicare,A113321
T100002015,2014-05-01,$5887.68,24,$18232.8,Wedicare,A129421
T100002016,2014-05-01,$17107.43,46,$101540.86,Tridesta,A112321
T100002017,2014-05-01,$8922.73,24,$27631.68,Tridesta,A197221
T100002018,2014-05-01,$6692.05,18,$15542.82,Tridesta,A120121
T100002019,2014-05-01,$6318.89,17,$13860.78,Tridesta,A199921
T100002020,2014-05-01,$16734.27,45,$97166.7,Tridesta,A129421
T100002021,2014-05-01,$38684.51,104,$519121.2,Tridesta,A197521
T100002022,2014-05-01,$18964.95,51,$124801.59,Tridesta,A180821
T100002023,2014-05-01,$12272.9,33,$52258.8,Tridesta,A119121
T100002024,2014-05-01,$28269.13,76,$277219.88,Tridesta,A131421
T100002025,2014-05-01,$19338.11,52,$129752.48,Tridesta,A113521
T100002026,2014-05-01,$28634,77,$284492.67,Tridesta,A104921
T100002027,2014-05-01,$80337.74,216,$2239090.56,Tridesta,A157121
T100002028,2014-05-01,$6625.71,1,$854.93,Samtan,A197221
T100002029,2014-05-01,$6625.71,1,$854.93,Samtan,A198121
T100002030,2014-05-01,$46379.95,7,$41891.57,Samtan,A199921
T100002031,2014-05-01,$6625.71,1,$854.93,Samtan,A129421
T100002032,2014-05-01,$6625.71,1,$854.93,Samtan,A122321
T100002033,2014-05-01,$6625.71,1,$854.93,Samtan,A186921
T100002034,2014-05-01,$6625.71,1,$854.93,Samtan,A117021
T100002035,2014-05-01,$6625.71,1,$854.93,Samtan,A187221
T100002036,2014-05-01,$13251.42,2,$3419.72,Samtan,A157521
T100002037,2014-05-01,$6625.71,1,$854.93,Samtan,A105321
T100002038,2014-05-01,$6625.71,1,$854.93,Samtan,A142221
T100002039,2014-05-01,$13251.42,2,$3419.72,Samtan,A189621
T100002040,2014-05-01,$13251.42,2,$3419.72,Samtan,A199821
T100002041,2014-05-01,$19877.12,3,$7694.37,Samtan,A107521
T100002042,2014-05-01,$19877.12,3,$7694.37,Samtan,A155621
T100002043,2014-05-01,$13251.42,2,$3419.72,Samtan,A176121
T100002044,2014-05-01,$26502.83,4,$13678.88,Samtan,A157121
T100002045,2014-05-01,$72882.78,11,$103446.53,Samtan,A130021
T100002046,2014-05-01,$79508.49,12,$123109.92,Samtan,A197521
T100002047,2014-06-01,$6012.06,38,$29478.5,Lomina,A199921
T100002048,2014-06-01,$4585.75,29,$17159.59,Lomina,A197721
T100002049,2014-06-01,$12015.83,76,$117832.68,Lomina,A179321
T100002050,2014-06-01,$4113.08,26,$13798.72,Lomina,A180821
T100002051,2014-06-01,$9801.74,62,$78413.88,Lomina,A141121
T100002052,2014-06-01,$1384.85,1,$178.69,Lomina,A198621
T100002053,2014-06-01,$4154.54,3,$1608.21,Lomina,A197721
T100002054,2014-06-01,$4154.54,3,$1608.21,Lomina,A138521
T100002055,2014-06-01,$4154.54,3,$1608.21,Lomina,A199821
T100002056,2014-06-01,$1384.85,1,$178.69,Lomina,A130221
T100002057,2014-06-01,$1915.57,11,$2718.87,Lomina,A110721
T100002058,2014-06-01,$2089.71,12,$3235.68,Lomina,A117821
T100002059,2014-06-01,$1915.57,11,$2718.87,Lomina,A112321
T100002060,2014-06-01,$4527.71,26,$15189.72,Lomina,A107521
T100002061,2014-06-01,$1741.43,10,$2247,Lomina,A197221
T100002062,2014-06-01,$3308.71,19,$8111.67,Lomina,A157121
T100002063,2014-06-01,$4179.42,24,$12942.72,Lomina,A198121
T100002064,2014-06-01,$1567.28,9,$1820.07,Lomina,A120521
T100002065,2014-06-01,$1567.28,9,$1820.07,Lomina,A123921
T100002066,2014-06-01,$2089.71,12,$3235.68,Lomina,A136821
T100002067,2014-06-01,$1915.57,11,$2718.87,Lomina,A160821
T100002068,2014-06-01,$4527.71,26,$15189.72,Lomina,A138321
T100002069,2014-06-01,$4527.71,26,$15189.72,Lomina,A122321
T100002070,2014-06-01,$4353.56,25,$14043.75,Lomina,A188621
T100002071,2014-06-01,$1915.57,11,$2718.87,Lomina,A132021
T100002072,2014-06-01,$2263.85,13,$3797.43,Lomina,A138521
T100002073,2014-06-01,$1915.57,11,$2718.87,Lomina,A186921
T100002074,2014-06-01,$1741.43,10,$2247,Lomina,A117021
T100002075,2014-06-01,$3308.71,19,$8111.67,Lomina,A187221
T100002076,2014-06-01,$5531.1,35,$24979.15,Lomina,A157521
T100002077,2014-06-01,$5531.1,35,$24979.15,Lomina,A161221
T100002078,2014-06-01,$1915.57,11,$2718.87,Lomina,A131421
T100002079,2014-06-01,$36677.73,232,$1097965.52,Lomina,A100021
T100002080,2014-06-01,$4005.28,23,$11886.63,Lomina,A100021
T100002081,2014-06-01,$2786.28,16,$5752.32,Lomina,A120221
T100002082,2014-06-01,$2786.28,16,$5752.32,Lomina,A179321
T100002083,2014-06-01,$7902.75,50,$50985.5,Lomina,A194621
T100002084,2014-06-01,$4701.85,27,$16380.63,Lomina,A199921
T100002085,2014-06-01,$4875.99,28,$17616.48,Lomina,A113321
T100002086,2014-06-01,$4527.71,26,$15189.72,Lomina,A181421
T100002087,2014-06-01,$10274.41,59,$78218.07,Lomina,A129421
T100002088,2014-06-01,$26710.14,57,$196448.79,Wedicare,A100021
T100002089,2014-06-01,$30416.89,67,$262958.92,Wedicare,A199921
T100002090,2014-06-01,$58113.84,128,$959815.68,Wedicare,A136821
T100002091,2014-06-01,$15465.51,33,$65853.15,Wedicare,A189621
T100002092,2014-06-01,$48262.35,103,$641422.2,Wedicare,A130021
T100002093,2014-06-01,$16866.95,36,$78349.68,Wedicare,A197721
T100002094,2014-06-01,$48129.67,106,$658289.68,Wedicare,A176121
T100002095,2014-06-01,$49033.55,108,$683306.28,Wedicare,A108821
T100002096,2014-06-01,$29985.68,64,$247623.68,Wedicare,A197521
T100002097,2014-06-01,$56223.15,120,$870552,Wedicare,A132021
T100002098,2014-06-01,$54349.05,116,$813482.48,Wedicare,A164421
T100002099,2014-06-01,$23152.66,51,$152359.44,Wedicare,A132821
T100002100,2014-06-01,$4137.96,10,$5339.3,Wedicare,A198621
T100002101,2014-06-01,$9934.42,24,$30764.64,Wedicare,A176121
T100002102,2014-06-01,$3308.71,8,$3415.44,Wedicare,A113321
T100002103,2014-06-01,$3308.71,8,$3415.44,Wedicare,A197521
T100002104,2014-06-01,$4967.21,12,$7691.16,Wedicare,A138521
T100002105,2014-06-01,$3317,10,$4280,Wedicare,A157121
T100002106,2014-06-01,$3980.4,12,$6163.2,Wedicare,A198121
T100002107,2014-06-01,$3980.4,12,$6163.2,Wedicare,A138521
T100002108,2014-06-01,$3648.7,11,$5178.8,Wedicare,A132821
T100002109,2014-06-01,$2205.81,9,$2561.58,Wedicare,A197221
T100002110,2014-06-01,$3192.61,13,$5355.35,Wedicare,A199921
T100002111,2014-06-01,$2454.58,10,$3167.2,Wedicare,A132721
T100002112,2014-06-01,$1965.32,8,$2028.72,Wedicare,A108821
T100002113,2014-06-01,$2943.84,12,$4558.2,Wedicare,A132021
T100002114,2014-06-01,$5398.42,22,$15324.54,Wedicare,A199821
T100002115,2014-06-01,$5398.42,22,$15324.54,Wedicare,A130221
T100002116,2014-06-01,$33269.51,71,$304791.64,Wedicare,A157121
T100002117,2014-06-01,$102138.72,218,$2873063.42,Wedicare,A157521
T100002118,2014-06-01,$8342.26,34,$36598.28,Wedicare,A129421
T100002119,2014-06-01,$321964.61,698,$28997586.36,Wedicare,A123521
T100002120,2014-06-01,$16361.1,44,$92888.84,Tridesta,A112321
T100002121,2014-06-01,$7811.54,21,$21166.74,Tridesta,A199921
T100002122,2014-06-01,$6318.89,17,$13860.78,Tridesta,A100321
T100002123,2014-06-01,$7065.21,19,$17321.16,Tridesta,A188621
T100002124,2014-06-01,$6692.05,18,$15542.82,Tridesta,A141121
T100002125,2014-06-01,$8184.7,22,$23233.98,Tridesta,A196021
T100002126,2014-06-01,$15623.07,42,$84666.96,Tridesta,A119121
T100002127,2014-06-01,$58760.66,158,$1197959.16,Tridesta,A104921
T100002128,2014-06-01,$60991.34,164,$1290655.4,Tridesta,A113521
T100002129,2014-06-01,$109344.91,294,$4148051.88,Tridesta,A157121
T100002130,2014-06-01,$55791.94,150,$1079844,Tridesta,A129421
T100002131,2014-06-01,$6625.71,1,$854.93,Samtan,A105221
T100002132,2014-06-01,$6625.71,1,$854.93,Samtan,A123421
T100002133,2014-06-01,$6625.71,1,$854.93,Samtan,A104921
T100002134,2014-06-01,$6625.71,1,$854.93,Samtan,A107521
T100002135,2014-06-01,$6625.71,1,$854.93,Samtan,A174821
T100002136,2014-06-01,$6625.71,1,$854.93,Samtan,A129421
T100002137,2014-06-01,$6625.71,1,$854.93,Samtan,A103121
T100002138,2014-06-01,$6625.71,1,$854.93,Samtan,A120221
T100002139,2014-06-01,$6625.71,1,$854.93,Samtan,A173121
T100002140,2014-06-01,$6625.71,1,$854.93,Samtan,A122321
T100002141,2014-06-01,$6625.71,1,$854.93,Samtan,A132821
T100002142,2014-06-01,$6625.71,1,$854.93,Samtan,A181421
T100002143,2014-06-01,$6625.71,1,$854.93,Samtan,A105321
T100002144,2014-06-01,$72882.78,11,$103446.53,Samtan,A189621
T100002145,2014-06-01,$92759.91,14,$167566.28,Samtan,A157121
T100002146,2014-06-01,$13251.42,2,$3419.72,Samtan,A141121
T100002147,2014-06-01,$13251.42,2,$3419.72,Samtan,A187221
T100002148,2014-06-01,$19877.12,3,$7694.37,Samtan,A100021
T100002149,2014-06-01,$72882.78,11,$103446.53,Samtan,A199921
T100002150,2014-06-01,$26502.83,4,$13678.88,Samtan,A199821
T100002151,2014-06-01,$19877.12,3,$7694.37,Samtan,A176121
T100002152,2014-06-01,$39754.25,6,$30777.48,Samtan,A155621
T100002153,2014-06-01,$39754.25,6,$30777.48,Samtan,A130021
T100002154,2014-06-01,$72882.78,11,$103446.53,Samtan,A197521
T100002155,2014-07-01,$3947.23,25,$12733,Lomina,A129421
T100002156,2014-07-01,$1384.85,1,$178.69,Lomina,A199921
T100002157,2014-07-01,$1384.85,1,$178.69,Lomina,A120521
T100002158,2014-07-01,$5539.39,4,$2859.04,Lomina,A138521
T100002159,2014-07-01,$2960.42,17,$6493.83,Lomina,A110721
T100002160,2014-07-01,$1741.43,10,$2247,Lomina,A117821
T100002161,2014-07-01,$3656.99,21,$9909.27,Lomina,A197221
T100002162,2014-07-01,$1915.57,11,$2718.87,Lomina,A120521
T100002163,2014-07-01,$2089.71,12,$3235.68,Lomina,A155621
T100002164,2014-07-01,$1741.43,10,$2247,Lomina,A160821
T100002165,2014-07-01,$2960.42,17,$6493.83,Lomina,A138321
T100002166,2014-07-01,$1567.28,9,$1820.07,Lomina,A121521
T100002167,2014-07-01,$4005.28,23,$11886.63,Lomina,A188621
T100002168,2014-07-01,$1915.57,11,$2718.87,Lomina,A186921
T100002169,2014-07-01,$1567.28,9,$1820.07,Lomina,A190121
T100002170,2014-07-01,$3797.97,24,$11761.44,Lomina,A158621
T100002171,2014-07-01,$5531.1,35,$24979.15,Lomina,A199121
T100002172,2014-07-01,$10116.85,64,$83545.6,Lomina,A199921
T100002173,2014-07-01,$2769.7,2,$714.76,Lomina,A198621
T100002174,2014-07-01,$4154.54,3,$1608.21,Lomina,A130221
T100002175,2014-07-01,$6269.13,36,$29121.12,Lomina,A100021
T100002176,2014-07-01,$3308.71,19,$8111.67,Lomina,A199921
T100002177,2014-07-01,$2960.42,17,$6493.83,Lomina,A120221
T100002178,2014-07-01,$3656.99,21,$9909.27,Lomina,A130221
T100002179,2014-07-01,$3308.71,19,$8111.67,Lomina,A181421
T100002180,2014-07-01,$9329.06,59,$71021.25,Lomina,A196021
T100002181,2014-07-01,$4527.71,26,$15189.72,Lomina,A119121
T100002182,2014-07-01,$4353.56,25,$14043.75,Lomina,A112321
T100002183,2014-07-01,$7313.99,42,$39637.08,Lomina,A157121
T100002184,2014-07-01,$9577.84,55,$67971.75,Lomina,A198121
T100002185,2014-07-01,$56447.05,357,$2600205.93,Lomina,A100021
T100002186,2014-07-01,$14976.26,86,$166188.12,Lomina,A129421
T100002187,2014-07-01,$472.67,1,$60.99,Wedicare,A104921
T100002188,2014-07-01,$68554.1,151,$1335699.19,Wedicare,A136821
T100002189,2014-07-01,$18276.67,39,$91972.92,Wedicare,A189621
T100002190,2014-07-01,$44514.14,95,$545657.2,Wedicare,A130021
T100002191,2014-07-01,$14992.84,32,$61905.92,Wedicare,A197721
T100002192,2014-07-01,$66530.73,142,$1219014.62,Wedicare,A141121
T100002193,2014-07-01,$22704.87,50,$146483,Wedicare,A132821
T100002194,2014-07-01,$25424.81,56,$183714.72,Wedicare,A117021
T100002195,2014-07-01,$4967.21,12,$7691.16,Wedicare,A198621
T100002196,2014-07-01,$3723.33,9,$4323.87,Wedicare,A157121
T100002197,2014-07-01,$4137.96,10,$5339.3,Wedicare,A113321
T100002198,2014-07-01,$5381.83,13,$9027.59,Wedicare,A197521
T100002199,2014-07-01,$5381.83,13,$9027.59,Wedicare,A132821
T100002200,2014-07-01,$3648.7,11,$5178.8,Wedicare,A138521
T100002201,2014-07-01,$2703.36,11,$3837.02,Wedicare,A199921
T100002202,2014-07-01,$2454.58,10,$3167.2,Wedicare,A132721
T100002203,2014-07-01,$2703.36,11,$3837.02,Wedicare,A129421
T100002204,2014-07-01,$2703.36,11,$3837.02,Wedicare,A188621
T100002205,2014-07-01,$4660.39,19,$11425.46,Wedicare,A199821
T100002206,2014-07-01,$5887.68,24,$18232.8,Wedicare,A130221
T100002207,2014-07-01,$48826.24,118,$743418.88,Wedicare,A157521
T100002208,2014-07-01,$24363.37,52,$163470.32,Wedicare,A115521
T100002209,2014-07-01,$133890.71,288,$4975551.36,Wedicare,A123521
T100002210,2014-07-01,$4419.9,18,$10265.58,Wedicare,A197221
T100002211,2014-07-01,$4171.13,17,$9149.57,Wedicare,A108821
T100002212,2014-07-01,$4909.16,20,$12668.8,Wedicare,A132021
T100002213,2014-07-01,$17480.59,47,$106011.32,Tridesta,A112321
T100002214,2014-07-01,$7438.37,20,$19195.8,Tridesta,A104921
T100002215,2014-07-01,$9669.06,26,$32438.12,Tridesta,A120121
T100002216,2014-07-01,$7065.21,19,$17321.16,Tridesta,A199921
T100002217,2014-07-01,$9669.06,26,$32438.12,Tridesta,A188621
T100002218,2014-07-01,$32730.5,88,$371649.52,Tridesta,A197521
T100002219,2014-07-01,$12646.06,34,$55479.5,Tridesta,A119121
T100002220,2014-07-01,$60253.31,162,$1259488.44,Tridesta,A139021
T100002221,2014-07-01,$29753.49,80,$307132.8,Tridesta,A157121
T100002222,2014-07-01,$30499.82,82,$322707.72,Tridesta,A113521
T100002223,2014-07-01,$51330.58,138,$914015.4,Tridesta,A129421
T100002224,2014-07-01,$6625.71,1,$854.93,Samtan,A198621
T100002225,2014-07-01,$6625.71,1,$854.93,Samtan,A198121
T100002226,2014-07-01,$6625.71,1,$854.93,Samtan,A199921
T100002227,2014-07-01,$6625.71,1,$854.93,Samtan,A174821
T100002228,2014-07-01,$6625.71,1,$854.93,Samtan,A121521
T100002229,2014-07-01,$6625.71,1,$854.93,Samtan,A120221
T100002230,2014-07-01,$6625.71,1,$854.93,Samtan,A138521
T100002231,2014-07-01,$6625.71,1,$854.93,Samtan,A123521
T100002232,2014-07-01,$6625.71,1,$854.93,Samtan,A190121
T100002233,2014-07-01,$6625.71,1,$854.93,Samtan,A142221
T100002234,2014-07-01,$6625.71,1,$854.93,Samtan,A113521
T100002235,2014-07-01,$86134.2,13,$144483.17,Samtan,A197521
T100002236,2014-07-01,$79508.49,12,$123109.92,Samtan,A157121
T100002237,2014-07-01,$119262.74,18,$276997.32,Samtan,A189621
T100002238,2014-07-01,$13251.42,2,$3419.72,Samtan,A107521
T100002239,2014-07-01,$13251.42,2,$3419.72,Samtan,A197221
T100002240,2014-07-01,$13251.42,2,$3419.72,Samtan,A120521
T100002241,2014-07-01,$13251.42,2,$3419.72,Samtan,A129421
T100002242,2014-07-01,$19877.12,3,$7694.37,Samtan,A176121
T100002243,2014-07-01,$13251.42,2,$3419.72,Samtan,A173121
T100002244,2014-07-01,$13251.42,2,$3419.72,Samtan,A100321
T100002245,2014-07-01,$13251.42,2,$3419.72,Samtan,A122321
T100002246,2014-07-01,$13251.42,2,$3419.72,Samtan,A187221
T100002247,2014-07-01,$33128.54,5,$21373.25,Samtan,A100021
T100002248,2014-07-01,$26502.83,4,$13678.88,Samtan,A155621
T100002249,2014-07-01,$26502.83,4,$13678.88,Samtan,A130021
T100002250,2014-07-01,$46379.95,7,$41891.57,Samtan,A132821
T100002251,2014-07-01,$39754.25,6,$30777.48,Samtan,A199821
T100002252,2014-08-01,$11385.6,72,$105775.92,Lomina,A199821
T100002253,2014-08-01,$1384.85,1,$178.69,Lomina,A157121
T100002254,2014-08-01,$4154.54,3,$1608.21,Lomina,A103521
T100002255,2014-08-01,$4154.54,3,$1608.21,Lomina,A197721
T100002256,2014-08-01,$8309.09,6,$6432.84,Lomina,A179321
T100002257,2014-08-01,$1384.85,1,$178.69,Lomina,A130221
T100002258,2014-08-01,$1741.43,10,$2247,Lomina,A117821
T100002259,2014-08-01,$1741.43,10,$2247,Lomina,A112321
T100002260,2014-08-01,$3656.99,21,$9909.27,Lomina,A107521
T100002261,2014-08-01,$3308.71,19,$8111.67,Lomina,A197221
T100002262,2014-08-01,$3656.99,21,$9909.27,Lomina,A198121
T100002263,2014-08-01,$2089.71,12,$3235.68,Lomina,A120521
T100002264,2014-08-01,$1567.28,9,$1820.07,Lomina,A123921
T100002265,2014-08-01,$2263.85,13,$3797.43,Lomina,A155621
T100002266,2014-08-01,$1915.57,11,$2718.87,Lomina,A160821
T100002267,2014-08-01,$1567.28,9,$1820.07,Lomina,A174821
T100002268,2014-08-01,$4179.42,24,$12942.72,Lomina,A138321
T100002269,2014-08-01,$5050.13,29,$18897.27,Lomina,A121521
T100002270,2014-08-01,$2089.71,12,$3235.68,Lomina,A113321
T100002271,2014-08-01,$2263.85,13,$3797.43,Lomina,A186921
T100002272,2014-08-01,$1567.28,9,$1820.07,Lomina,A130221
T100002273,2014-08-01,$6617.42,38,$32446.68,Lomina,A164421
T100002274,2014-08-01,$13234.83,76,$129786.72,Lomina,A187221
T100002275,2014-08-01,$1741.43,10,$2247,Lomina,A190121
T100002276,2014-08-01,$5373.54,34,$23574.24,Lomina,A103221
T100002277,2014-08-01,$5531.1,35,$24979.15,Lomina,A196021
T100002278,2014-08-01,$3831.14,22,$10875.48,Lomina,A181521
T100002279,2014-08-01,$1567.28,9,$1820.07,Lomina,A131421
T100002280,2014-08-01,$8707.13,50,$56175,Lomina,A110721
T100002281,2014-08-01,$5398.42,31,$21593.67,Lomina,A157121
T100002282,2014-08-01,$4005.28,23,$11886.63,Lomina,A199921
T100002283,2014-08-01,$4353.56,25,$14043.75,Lomina,A179321
T100002284,2014-08-01,$3482.85,20,$8988,Lomina,A181421
T100002285,2014-08-01,$9486.62,60,$73444.8,Lomina,A194621
T100002286,2014-08-01,$3482.85,20,$8988,Lomina,A119121
T100002287,2014-08-01,$53760.28,340,$2358515.4,Lomina,A100021
T100002288,2014-08-01,$2769.7,2,$714.76,Lomina,A198621
T100002289,2014-08-01,$12886.55,74,$123045.72,Lomina,A129421
T100002290,2014-08-01,$35608,76,$349188.08,Wedicare,A117821
T100002291,2014-08-01,$33269.51,71,$304791.64,Wedicare,A100021
T100002292,2014-08-01,$61745.96,136,$1083541.92,Wedicare,A136821
T100002293,2014-08-01,$73090.1,156,$1471232.88,Wedicare,A108821
T100002294,2014-08-01,$53411.99,114,$785673.18,Wedicare,A132021
T100002295,2014-08-01,$51073.51,109,$718324.17,Wedicare,A141121
T100002296,2014-08-01,$37482.1,80,$386912,Wedicare,A164421
T100002297,2014-08-01,$24520.92,54,$170855.46,Wedicare,A132821
T100002298,2014-08-01,$4552.58,11,$6461.73,Wedicare,A198621
T100002299,2014-08-01,$4967.21,12,$7691.16,Wedicare,A197521
T100002300,2014-08-01,$3723.33,9,$4323.87,Wedicare,A165421
T100002301,2014-08-01,$3648.7,11,$5178.8,Wedicare,A197521
T100002302,2014-08-01,$3317,10,$4280,Wedicare,A138521
T100002303,2014-08-01,$3980.4,12,$6163.2,Wedicare,A117021
T100002304,2014-08-01,$1965.32,8,$2028.72,Wedicare,A197221
T100002305,2014-08-01,$2454.58,10,$3167.2,Wedicare,A199921
T100002306,2014-08-01,$2454.58,10,$3167.2,Wedicare,A132721
T100002307,2014-08-01,$2205.81,9,$2561.58,Wedicare,A108821
T100002308,2014-08-01,$4660.39,19,$11425.46,Wedicare,A130221
T100002309,2014-08-01,$4137.96,10,$5339.3,Wedicare,A127221
T100002310,2014-08-01,$90189.23,194,$2257640.08,Wedicare,A123521
T100002311,2014-08-01,$21104.41,51,$138880.65,Wedicare,A176121
T100002312,2014-08-01,$6634,20,$17120,Wedicare,A157121
T100002313,2014-08-01,$6302.3,19,$15450.8,Wedicare,A132821
T100002314,2014-08-01,$5157.94,21,$13976.34,Wedicare,A132021
T100002315,2014-08-01,$57201.67,124,$915226.64,Wedicare,A197521
T100002316,2014-08-01,$8101.77,33,$34497.87,Wedicare,A129421
T100002317,2014-08-01,$123035.82,271,$4302284.89,Wedicare,A117021
T100002318,2014-08-01,$15249.91,41,$80676.93,Tridesta,A104921
T100002319,2014-08-01,$8922.73,24,$27631.68,Tridesta,A199921
T100002320,2014-08-01,$7065.21,19,$17321.16,Tridesta,A188621
T100002321,2014-08-01,$42034.68,113,$612892.79,Tridesta,A197521
T100002322,2014-08-01,$9669.06,26,$32438.12,Tridesta,A196021
T100002323,2014-08-01,$18600.08,50,$120000.5,Tridesta,A119121
T100002324,2014-08-01,$28634,77,$284492.67,Tridesta,A113521
T100002325,2014-08-01,$31611.01,85,$346701.4,Tridesta,A112321
T100002326,2014-08-01,$87029.79,234,$2627738.1,Tridesta,A157121
T100002327,2014-08-01,$52068.61,140,$940594.2,Tridesta,A129421
T100002328,2014-08-01,$6625.71,1,$854.93,Samtan,A198621
T100002329,2014-08-01,$6625.71,1,$854.93,Samtan,A123421
T100002330,2014-08-01,$6625.71,1,$854.93,Samtan,A197221
T100002331,2014-08-01,$66257.08,10,$85493,Samtan,A199921
T100002332,2014-08-01,$6625.71,1,$854.93,Samtan,A123921
T100002333,2014-08-01,$6625.71,1,$854.93,Samtan,A147921
T100002334,2014-08-01,$6625.71,1,$854.93,Samtan,A103121
T100002335,2014-08-01,$6625.71,1,$854.93,Samtan,A173121
T100002336,2014-08-01,$6625.71,1,$854.93,Samtan,A100321
T100002337,2014-08-01,$6625.71,1,$854.93,Samtan,A180821
T100002338,2014-08-01,$6625.71,1,$854.93,Samtan,A123521
T100002339,2014-08-01,$6625.71,1,$854.93,Samtan,A181421
T100002340,2014-08-01,$6625.71,1,$854.93,Samtan,A190821
T100002341,2014-08-01,$6625.71,1,$854.93,Samtan,A119121
T100002342,2014-08-01,$66257.08,10,$85493,Samtan,A197521
T100002343,2014-08-01,$99385.61,15,$192359.25,Samtan,A189621
T100002344,2014-08-01,$13251.42,2,$3419.72,Samtan,A100021
T100002345,2014-08-01,$13251.42,2,$3419.72,Samtan,A129421
T100002346,2014-08-01,$13251.42,2,$3419.72,Samtan,A121521
T100002347,2014-08-01,$13251.42,2,$3419.72,Samtan,A120221
T100002348,2014-08-01,$13251.42,2,$3419.72,Samtan,A122321
T100002349,2014-08-01,$13251.42,2,$3419.72,Samtan,A186921
T100002350,2014-08-01,$13251.42,2,$3419.72,Samtan,A132821
T100002351,2014-08-01,$19877.12,3,$7694.37,Samtan,A105221
T100002352,2014-08-01,$19877.12,3,$7694.37,Samtan,A107521
T100002353,2014-08-01,$13251.42,2,$3419.72,Samtan,A155621
T100002354,2014-08-01,$19877.12,3,$7694.37,Samtan,A176121
T100002355,2014-08-01,$26502.83,4,$13678.88,Samtan,A117021
T100002356,2014-08-01,$26502.83,4,$13678.88,Samtan,A187221
T100002357,2014-08-01,$53005.66,8,$54715.52,Samtan,A130021
T100002358,2014-08-01,$53005.66,8,$54715.52,Samtan,A199821
T100002359,2014-08-01,$53005.66,8,$54715.52,Samtan,A157121
T100002360,2014-09-01,$6269.13,36,$29121.12,Lomina,A157121
T100002361,2014-09-01,$4701.85,27,$16380.63,Lomina,A155621
T100002362,2014-09-01,$5398.42,31,$21593.67,Lomina,A181421
T100002363,2014-09-01,$6012.06,38,$29478.5,Lomina,A199921
T100002364,2014-09-01,$3955.52,25,$12759.75,Lomina,A189621
T100002365,2014-09-01,$5531.1,35,$24979.15,Lomina,A129421
T100002366,2014-09-01,$5688.66,36,$26424.72,Lomina,A197721
T100002367,2014-09-01,$11070.49,70,$99991.5,Lomina,A179321
T100002368,2014-09-01,$6169.62,39,$31047.12,Lomina,A199421
T100002369,2014-09-01,$5215.98,33,$22209.99,Lomina,A181421
T100002370,2014-09-01,$1384.85,1,$178.69,Lomina,A198621
T100002371,2014-09-01,$1384.85,1,$178.69,Lomina,A197521
T100002372,2014-09-01,$5539.39,4,$2859.04,Lomina,A138521
T100002373,2014-09-01,$1384.85,1,$178.69,Lomina,A130221
T100002374,2014-09-01,$4179.42,24,$12942.72,Lomina,A110721
T100002375,2014-09-01,$2263.85,13,$3797.43,Lomina,A164921
T100002376,2014-09-01,$3482.85,20,$8988,Lomina,A107521
T100002377,2014-09-01,$3831.14,22,$10875.48,Lomina,A198121
T100002378,2014-09-01,$1741.43,10,$2247,Lomina,A174821
T100002379,2014-09-01,$4179.42,24,$12942.72,Lomina,A121521
T100002380,2014-09-01,$2089.71,12,$3235.68,Lomina,A141121
T100002381,2014-09-01,$1393.14,8,$1438.08,Lomina,A130221
T100002382,2014-09-01,$6617.42,38,$32446.68,Lomina,A164421
T100002383,2014-09-01,$5373.54,34,$23574.24,Lomina,A196021
T100002384,2014-09-01,$3955.52,25,$12759.75,Lomina,A157521
T100002385,2014-09-01,$6169.62,39,$31047.12,Lomina,A161221
T100002386,2014-09-01,$4113.08,26,$13798.72,Lomina,A194621
T100002387,2014-09-01,$1567.28,9,$1820.07,Lomina,A119121
T100002388,2014-09-01,$1567.28,9,$1820.07,Lomina,A131421
T100002389,2014-09-01,$11858.28,75,$114757.5,Lomina,A199821
T100002390,2014-09-01,$3482.85,20,$8988,Lomina,A117821
T100002391,2014-09-01,$4527.71,26,$15189.72,Lomina,A112321
T100002392,2014-09-01,$3656.99,21,$9909.27,Lomina,A100021
T100002393,2014-09-01,$4179.42,24,$12942.72,Lomina,A199921
T100002394,2014-09-01,$3134.57,18,$7280.28,Lomina,A129421
T100002395,2014-09-01,$3308.71,19,$8111.67,Lomina,A199821
T100002396,2014-09-01,$4005.28,23,$11886.63,Lomina,A186921
T100002397,2014-09-01,$11609.5,35,$52430,Wedicare,A132821
T100002398,2014-09-01,$7114.97,29,$26623.74,Wedicare,A129421
